,concepts,answers,hyes,hno,example_num,obj
4873,hg26,False,13,8,35,medium green triangle
4874,hg26,False,12,9,36,medium blue triangle
4875,hg26,True,21,0,37,small blue rectangle
4876,hg26,True,19,2,38,large green circle
4877,hg26,True,19,2,39,large yellow circle
4878,hg26,True,18,3,40,medium green rectangle
4879,hg26,True,19,2,41,large green circle
4880,hg26,True,20,1,42,large blue circle
4881,hg26,True,21,0,43,large yellow circle
4882,hg26,True,20,1,44,medium yellow rectangle
4883,hg26,True,20,1,45,large blue rectangle
4884,hg26,True,21,0,46,large green circle
4885,hg26,True,19,2,47,medium green circle
4886,hg26,True,19,2,48,large yellow triangle
4887,hg26,True,21,0,49,medium yellow rectangle
4888,hg26,True,20,1,50,large green circle
4889,hg26,True,18,3,51,medium blue triangle
4890,hg26,True,20,1,52,medium yellow rectangle
4891,hg26,True,21,0,53,medium blue rectangle
4892,hg26,True,20,1,54,large blue rectangle
4893,hg26,True,21,0,55,medium green rectangle
4894,hg26,True,20,1,56,large yellow circle
4895,hg26,True,20,1,57,small yellow circle
4896,hg26,True,20,1,58,small blue rectangle
4897,hg26,False,10,11,59,medium green triangle
4898,hg26,True,20,1,60,large yellow rectangle
4899,hg26,True,20,1,61,large blue circle
4900,hg26,True,21,0,62,small blue rectangle
4901,hg26,True,20,1,63,small green rectangle
4902,hg26,True,18,3,64,medium blue triangle
4903,hg26,True,21,0,65,large yellow circle
4904,hg26,True,20,1,66,large green rectangle
4905,hg26,True,21,0,67,small blue rectangle
4906,hg26,True,20,1,68,large blue circle
4907,hg26,True,19,2,69,large blue triangle
4908,hg26,True,21,0,70,medium yellow rectangle
4909,hg26,True,20,1,71,small blue triangle
4910,hg26,False,12,9,72,medium blue rectangle
4911,hg26,False,9,12,73,medium green triangle
4912,hg26,False,13,8,74,medium yellow circle
4913,hg26,True,21,0,75,large blue triangle
4914,hg26,True,20,1,76,large blue rectangle
4915,hg26,True,18,3,77,medium green circle
4916,hg67,True,13,11,0,large blue triangle
4917,hg67,True,9,15,1,large yellow circle
4918,hg67,True,13,11,2,small blue circle
4919,hg67,False,16,8,3,medium yellow circle
4920,hg67,True,13,11,4,large yellow rectangle
4921,hg67,False,10,14,5,large green triangle
4922,hg67,True,24,0,6,large blue triangle
4923,hg67,True,6,18,7,small green rectangle
4924,hg67,True,20,4,8,small blue triangle
4925,hg67,True,18,6,9,large blue rectangle
4926,hg67,True,20,4,10,small blue triangle
4927,hg67,False,11,13,11,small green triangle
4928,hg67,False,13,11,12,large green rectangle
4929,hg67,True,10,14,13,medium green circle
4930,hg67,True,17,6,14,medium blue rectangle
4931,hg67,True,21,2,15,large blue triangle
4932,hg67,True,10,13,16,medium yellow circle
4933,hg67,True,17,6,17,medium blue triangle
4934,hg67,True,13,10,18,small green circle
4935,hg67,True,18,5,19,large yellow rectangle
4936,hg67,True,18,5,20,small yellow circle
4937,hg67,True,19,4,21,large yellow triangle
4938,hg67,True,22,1,22,small green rectangle
4939,hg67,True,19,4,23,medium blue circle
4940,hg67,True,22,1,24,small blue triangle
4941,hg67,True,14,9,25,large green rectangle
4942,hg67,True,21,2,26,medium green rectangle
4943,hg67,True,23,0,27,medium blue triangle
4944,hg67,True,20,3,28,large blue circle
4945,hg67,False,13,10,29,medium yellow circle
4946,hg67,True,23,0,30,large blue circle
4947,hg67,True,18,5,31,large blue rectangle
4948,hg67,True,20,3,32,medium blue triangle
4949,hg67,False,6,17,33,medium yellow circle
4950,hg67,False,9,14,34,medium green triangle
4951,hg67,False,9,14,35,small yellow circle
4952,hg67,False,9,14,36,small green triangle
4953,hg67,True,14,9,37,small green rectangle
4954,hg67,True,18,5,38,large blue triangle
4955,hg67,False,12,11,39,medium green circle
4956,hg67,True,19,4,40,small green rectangle
4957,hg67,False,12,11,41,large yellow circle
4958,hg67,False,7,16,42,medium yellow circle
4959,hg67,True,15,8,43,small blue circle
4960,hg67,True,13,10,44,medium green circle
4961,hg67,True,9,14,45,small yellow rectangle
4962,hg67,True,11,12,46,medium yellow rectangle
4963,hg67,False,9,13,47,small yellow triangle
4964,hg67,False,11,11,48,small green triangle
4965,hg67,True,13,9,49,large yellow circle
4966,hg67,True,18,4,50,small blue triangle
4967,hg67,True,19,3,51,small blue circle
4968,hg67,False,14,8,52,small yellow circle
4969,hg67,True,15,7,53,small green triangle
4970,hg67,True,19,3,54,large blue triangle
4971,hg67,False,10,12,55,medium green circle
4972,hg67,False,12,10,56,large yellow circle
4973,hg67,False,11,11,57,large green triangle
4974,hg67,True,14,8,58,small blue rectangle
4975,hg67,False,8,14,59,medium yellow rectangle
4976,hg67,False,6,16,60,small green rectangle
4977,hg67,False,3,19,61,small yellow triangle
4978,hg67,False,8,14,62,large yellow triangle
4979,hg67,False,5,17,63,small green triangle
4980,hg67,True,18,4,64,medium blue triangle
4981,hg67,True,10,12,65,medium green triangle
4982,hg67,False,8,14,66,large yellow circle
4983,hg67,False,11,11,67,large green circle
4984,hg67,True,17,5,68,small blue rectangle
4985,hg67,True,19,3,69,medium blue rectangle
4986,hg67,False,5,17,70,small green rectangle
4987,hg67,True,18,4,71,large blue rectangle
4988,hg67,True,10,12,72,small green circle
4989,hg67,True,6,16,73,medium green circle
4990,hg67,True,11,11,74,small green triangle
4991,hg67,False,10,12,75,medium green triangle
4992,hg67,False,12,10,76,large green triangle
4993,hg67,True,17,5,77,large yellow rectangle
4994,hg67,False,15,7,78,large yellow triangle
4995,hg57,True,14,10,0,large blue circle
4996,hg57,True,9,15,1,small blue circle
4997,hg57,False,9,15,2,medium yellow triangle
4998,hg57,False,9,15,3,medium yellow rectangle
4999,hg57,True,16,8,4,medium blue rectangle
5000,hg57,False,7,17,5,medium green circle
5001,hg57,False,21,3,6,small blue circle
5002,hg57,False,13,11,7,medium blue triangle
5003,hg57,False,17,7,8,medium blue rectangle
5004,hg57,False,18,6,9,medium blue circle
5005,hg57,False,1,23,10,large yellow triangle
5006,hg57,False,3,21,11,small green triangle
5007,hg57,False,3,21,12,large yellow triangle
5008,hg57,False,3,21,13,medium green triangle
5009,hg57,True,16,8,14,large blue circle
5010,hg57,False,16,8,15,medium blue rectangle
5011,hg57,False,3,21,16,large green triangle
5012,hg57,False,3,21,17,medium green triangle
5013,hg57,False,2,22,18,small yellow rectangle
5014,hg57,False,0,24,19,medium green triangle
5015,hg57,True,16,8,20,medium blue circle
5016,hg57,False,2,22,21,large green rectangle
5017,hg57,False,11,13,22,small blue circle
5018,hg57,True,7,17,23,small blue triangle
5019,hg57,True,12,12,24,large blue triangle
5020,hg57,False,1,23,25,large green rectangle
5021,hg57,False,0,24,26,large yellow circle
5022,hg57,False,0,24,27,small green circle
5023,hg57,False,21,3,28,large blue circle
5024,hg57,False,17,7,29,large blue rectangle
5025,hg57,True,16,8,30,small blue triangle
5026,hg57,True,0,24,31,small green circle
5027,hg57,False,2,22,32,large green triangle
5028,hg57,True,16,8,33,small blue circle
5029,hg57,False,1,23,34,medium yellow triangle
5030,hg57,True,16,8,35,large blue rectangle
5031,hg57,True,4,20,36,medium yellow rectangle
5032,hg57,False,3,21,37,small green triangle
5033,hg57,False,4,20,38,small yellow triangle
5034,hg57,False,3,21,39,small green circle
5035,hg57,False,5,19,40,small yellow rectangle
5036,hg57,False,6,18,41,medium yellow circle
5037,hg57,False,17,7,42,small blue triangle
5038,hg57,False,8,16,43,large blue rectangle
5039,hg57,False,15,9,44,large blue triangle
5040,hg57,False,2,22,45,large yellow triangle
5041,hg57,False,14,10,46,medium blue circle
5042,hg57,False,8,16,47,medium yellow circle
5043,hg57,False,8,16,48,medium blue rectangle
5044,hg57,False,4,20,49,large yellow rectangle
5045,hg57,False,4,20,50,large green circle
5046,hg57,True,16,8,51,large blue circle
5047,hg57,True,13,11,52,medium blue circle
5048,hg57,True,4,20,53,large green circle
5049,hg57,False,2,22,54,medium green triangle
5050,hg57,False,4,20,55,small green rectangle
5051,hg57,False,4,20,56,medium green rectangle
5052,hg57,False,12,12,57,large blue rectangle
5053,hg57,False,3,21,58,medium green circle
5054,hg57,False,6,18,59,medium green rectangle
5055,hg57,False,12,12,60,small blue rectangle
5056,hg57,False,4,20,61,large blue triangle
5057,hg57,False,8,16,62,small blue triangle
5058,hg57,True,8,16,63,large blue rectangle
5059,hg57,False,2,22,64,small green circle
5060,hg57,False,2,22,65,small green triangle
5061,hg57,False,7,17,66,medium blue triangle
5062,hg57,True,11,13,67,small blue triangle
5063,hg57,False,3,21,68,small green rectangle
5064,hg57,True,12,12,69,small green circle
5065,hg57,True,19,5,70,small blue circle
5066,hg57,True,19,5,71,large blue rectangle
5067,hg57,True,16,8,72,large blue triangle
5068,hg57,True,10,14,73,large green triangle
5069,hg38,False,11,18,0,medium yellow rectangle
5070,hg38,True,17,12,1,large blue triangle
5071,hg38,True,8,21,2,large green rectangle
5072,hg38,True,20,9,3,large blue rectangle
5073,hg38,True,12,17,4,medium blue rectangle
5074,hg38,False,7,22,5,medium yellow triangle
5075,hg38,False,19,10,6,medium green rectangle
5076,hg38,True,18,11,7,large green circle
5077,hg38,True,23,6,8,large blue circle
5078,hg38,True,6,23,9,small yellow circle
5079,hg38,True,19,10,10,medium blue circle
5080,hg38,False,5,24,11,medium yellow rectangle
5081,hg38,True,12,17,12,small yellow circle
5082,hg38,True,21,8,13,medium blue triangle
5083,hg38,False,1,28,14,medium green rectangle
5084,hg38,True,23,6,15,large green triangle
5085,hg38,True,29,0,16,large blue triangle
5086,hg38,True,21,7,17,small blue triangle
5087,hg38,True,19,9,18,large yellow triangle
5088,hg38,True,13,15,19,small blue rectangle
5089,hg38,True,16,12,20,small green circle
5090,hg38,True,25,3,21,small blue triangle
5091,hg38,True,27,1,22,large blue triangle
5092,hg38,False,4,24,23,medium yellow rectangle
5093,hg38,True,28,0,24,large green triangle
5094,hg38,True,27,1,25,large blue circle
5095,hg38,False,25,3,26,large green rectangle
5096,hg38,True,21,7,27,small blue triangle
5097,hg38,True,21,7,28,medium blue circle
5098,hg38,False,7,21,29,medium yellow rectangle
5099,hg38,True,19,9,30,small blue circle
5100,hg38,False,20,8,31,small green triangle
5101,hg38,False,13,15,32,small green rectangle
5102,hg38,True,21,6,33,small yellow circle
5103,hg38,True,25,2,34,large green circle
5104,hg38,True,23,4,35,large green circle
5105,hg38,True,26,1,36,large blue circle
5106,hg38,False,21,6,37,large green triangle
5107,hg38,False,11,16,38,small green triangle
5108,hg38,True,22,5,39,small blue circle
5109,hg38,False,17,10,40,large green triangle
5110,hg38,False,12,15,41,large yellow rectangle
5111,hg38,False,12,15,42,large green rectangle
5112,hg38,False,15,12,43,large yellow rectangle
5113,hg38,False,11,16,44,small green triangle
5114,hg38,False,7,20,45,medium yellow triangle
5115,hg38,True,16,11,46,medium blue circle
5116,hg38,True,17,10,47,large yellow triangle
5117,hg38,True,16,11,48,small blue rectangle
5118,hg38,True,23,4,49,large green circle
5119,hg38,True,17,10,50,small blue triangle
5120,hg38,True,3,24,51,medium yellow rectangle
5121,hg38,True,16,10,52,large green triangle
5122,hg38,True,19,7,53,medium green circle
5123,hg38,False,8,18,54,large yellow rectangle
5124,hg38,True,17,9,55,small green triangle
5125,hg38,True,19,7,56,medium blue triangle
5126,hg38,False,10,15,57,small yellow rectangle
5127,hg38,False,8,17,58,large yellow rectangle
5128,hg38,False,11,14,59,small green rectangle
5129,hg38,False,11,14,60,medium yellow triangle
5130,hg38,True,16,9,61,small blue rectangle
5131,hg38,False,17,8,62,large green triangle
5132,hg38,True,16,9,63,large yellow circle
5133,hg38,False,13,12,64,medium green triangle
5134,hg38,False,7,18,65,large green rectangle
5135,hg38,True,20,5,66,medium blue triangle
5136,hg38,True,18,7,67,large blue triangle
5137,hg38,True,10,15,68,large green rectangle
5138,hg38,True,11,14,69,large yellow rectangle
5139,hg38,True,22,3,70,small blue rectangle
5140,hg38,True,20,5,71,small blue circle
5141,hg38,False,15,10,72,medium green triangle
5142,hg38,False,16,9,73,large yellow rectangle
5143,hg38,False,11,14,74,small yellow triangle
5144,hg38,False,17,8,75,large green rectangle
5145,hg38,False,12,13,76,medium green rectangle
5146,hg38,True,15,10,77,small green circle
5147,hg38,True,18,7,78,large yellow circle
5148,hg38,True,19,6,79,large blue circle
5149,hg38,True,14,11,80,small yellow circle
5150,hg38,False,13,12,81,medium yellow triangle
5151,hg38,False,12,13,82,medium green triangle
5152,hg38,False,7,18,83,large green rectangle
5153,hg44,True,15,11,0,small blue triangle
5154,hg44,False,6,20,1,small green rectangle
5155,hg44,True,20,6,2,large blue triangle
5156,hg44,False,12,14,3,medium blue rectangle
5157,hg44,True,7,19,4,small yellow triangle
5158,hg44,False,2,24,5,small green circle
5159,hg44,False,1,25,6,small green rectangle
5160,hg44,False,3,23,7,small blue rectangle
5161,hg44,True,23,3,8,large blue triangle
5162,hg44,False,4,22,9,large green circle
5163,hg44,False,23,3,10,large green triangle
5164,hg44,True,24,2,11,medium blue triangle
5165,hg44,False,25,1,12,small yellow triangle
5166,hg44,True,0,26,13,medium green rectangle
5167,hg44,False,0,26,14,small green circle
5168,hg44,True,8,18,15,small yellow rectangle
5169,hg44,False,8,18,16,large green circle
5170,hg44,False,9,17,17,large blue rectangle
5171,hg44,False,25,1,18,large blue triangle
5172,hg44,False,15,11,19,small yellow triangle
5173,hg44,False,4,22,20,small blue circle
5174,hg44,False,5,21,21,large blue rectangle
5175,hg44,True,14,12,22,small yellow triangle
5176,hg44,True,20,6,23,medium blue triangle
5177,hg44,True,19,7,24,small blue triangle
5178,hg44,False,4,22,25,small blue rectangle
5179,hg44,False,10,16,26,large yellow rectangle
5180,hg44,False,3,23,27,large blue circle
5181,hg44,False,7,19,28,small green triangle
5182,hg44,False,8,18,29,small yellow rectangle
5183,hg44,False,4,21,30,large yellow rectangle
5184,hg44,False,3,22,31,large blue circle
5185,hg44,False,4,21,32,small green triangle
5186,hg44,False,5,20,33,large yellow circle
5187,hg44,True,23,2,34,small blue triangle
5188,hg44,False,2,23,35,large yellow circle
5189,hg44,False,2,23,36,large green circle
5190,hg44,False,13,12,37,large yellow triangle
5191,hg44,False,7,18,38,small yellow rectangle
5192,hg44,True,23,2,39,medium blue triangle
5193,hg44,False,8,17,40,medium yellow rectangle
5194,hg44,False,13,12,41,medium green rectangle
5195,hg44,False,2,23,42,medium blue circle
5196,hg44,False,1,24,43,small green circle
5197,hg44,False,1,24,44,medium green circle
5198,hg44,False,5,20,45,medium yellow rectangle
5199,hg44,True,3,22,46,large blue circle
5200,hg44,False,14,11,47,small yellow triangle
5201,hg44,False,5,20,48,medium green rectangle
5202,hg44,False,14,11,49,medium yellow triangle
5203,hg44,False,2,23,50,small green rectangle
5204,hg44,False,5,20,51,small blue rectangle
5205,hg44,True,2,23,52,medium yellow circle
5206,hg44,False,1,24,53,medium yellow rectangle
5207,hg44,True,21,4,54,large blue circle
5208,hg44,False,12,13,55,medium blue circle
5209,hg44,False,13,12,56,large yellow circle
5210,hg44,False,4,21,57,small blue rectangle
5211,hg44,False,4,21,58,large green rectangle
5212,hg44,False,12,12,59,large yellow triangle
5213,hg44,False,1,23,60,large green circle
5214,hg44,False,15,9,61,large blue triangle
5215,hg44,False,15,9,62,small yellow triangle
5216,hg44,False,4,20,63,medium yellow rectangle
5217,hg44,False,14,10,64,medium blue triangle
5218,hg44,False,3,21,65,medium blue circle
5219,hg44,False,5,19,66,small green triangle
5220,hg44,False,8,16,67,large yellow circle
5221,hg44,False,3,21,68,medium green rectangle
5222,hg44,False,4,20,69,large green rectangle
5223,hg44,False,11,13,70,medium yellow triangle
5224,hg44,True,9,15,71,small yellow triangle
5225,hg44,True,8,16,72,medium blue triangle
5226,hg44,False,15,9,73,medium blue triangle
5227,hg44,False,2,22,74,large yellow rectangle
5228,hg44,False,1,23,75,large green rectangle
5229,hg44,False,1,23,76,medium yellow rectangle
5230,hg44,True,6,18,77,large yellow circle
5231,hg41,False,14,11,0,small yellow circle
5232,hg41,True,6,19,1,medium blue rectangle
5233,hg41,True,8,17,2,small green rectangle
5234,hg41,True,16,9,3,large yellow rectangle
5235,hg41,False,15,10,4,large yellow triangle
5236,hg41,False,1,24,5,medium yellow circle
5237,hg41,True,24,1,6,medium blue rectangle
5238,hg41,True,24,1,7,large green rectangle
5239,hg41,True,23,2,8,medium yellow rectangle
5240,hg41,True,24,1,9,small green rectangle
5241,hg41,True,24,1,10,medium green rectangle
5242,hg41,True,1,24,11,large blue triangle
5243,hg41,False,23,2,12,medium yellow rectangle
5244,hg41,True,2,23,13,small blue triangle
5245,hg41,True,12,13,14,small green circle
5246,hg41,False,6,19,15,small yellow circle
5247,hg41,True,14,11,16,medium yellow rectangle
5248,hg41,True,14,11,17,large blue rectangle
5249,hg41,True,16,9,18,large green circle
5250,hg41,True,15,10,19,small green triangle
5251,hg41,False,5,20,20,small yellow circle
5252,hg41,False,2,23,21,small yellow circle
5253,hg41,True,21,4,22,medium green triangle
5254,hg41,True,20,5,23,large green rectangle
5255,hg41,True,19,6,24,small green triangle
5256,hg41,True,17,8,25,small blue rectangle
5257,hg41,True,17,8,26,small blue triangle
5258,hg41,True,11,14,27,medium yellow triangle
5259,hg41,True,24,1,28,medium blue rectangle
5260,hg41,False,4,21,29,small yellow circle
5261,hg41,True,20,5,30,medium yellow rectangle
5262,hg41,True,14,11,31,large blue circle
5263,hg41,True,7,18,32,small yellow circle
5264,hg41,True,19,6,33,large blue rectangle
5265,hg41,True,19,5,34,medium green circle
5266,hg41,False,16,8,35,small yellow triangle
5267,hg41,True,19,5,36,medium green triangle
5268,hg41,True,18,6,37,large blue rectangle
5269,hg41,True,15,9,38,medium blue circle
5270,hg41,True,24,0,39,large green rectangle
5271,hg41,False,15,9,40,large yellow rectangle
5272,hg41,True,17,7,41,small blue rectangle
5273,hg41,True,11,13,42,small blue circle
5274,hg41,False,11,13,43,large yellow rectangle
5275,hg41,True,18,6,44,medium green triangle
5276,hg41,True,21,3,45,small green triangle
5277,hg41,True,11,13,46,small yellow circle
5278,hg41,True,22,2,47,medium green rectangle
5279,hg41,True,17,7,48,small blue circle
5280,hg41,True,23,1,49,small green circle
5281,hg41,True,20,4,50,large green circle
5282,hg41,True,21,3,51,small blue rectangle
5283,hg41,False,9,15,52,large yellow triangle
5284,hg41,True,20,4,53,small blue circle
5285,hg41,False,12,12,54,small yellow circle
5286,hg41,True,19,5,55,large blue circle
5287,hg41,True,16,8,56,large yellow circle
5288,hg41,True,16,8,57,small blue triangle
5289,hg41,True,20,4,58,large blue rectangle
5290,hg41,True,18,6,59,medium blue circle
5291,hg41,True,22,2,60,medium blue rectangle
5292,hg41,True,22,2,61,small blue circle
5293,hg41,True,21,3,62,large blue rectangle
5294,hg41,True,22,2,63,large blue circle
5295,hg41,True,19,5,64,medium green triangle
5296,hg41,True,17,7,65,large green triangle
5297,hg41,True,23,0,66,small green triangle
5298,hg41,True,21,2,67,small blue triangle
5299,hg41,True,22,1,68,small blue rectangle
5300,hg41,True,20,3,69,small green circle
5301,hg41,True,19,3,70,small green rectangle
5302,hg41,True,20,1,71,large green circle
5303,hg41,True,19,2,72,large blue rectangle
5304,hg22,True,14,9,0,large blue circle
5305,hg22,True,15,8,1,medium yellow circle
5306,hg22,False,13,10,2,small green circle
5307,hg22,True,22,1,3,large yellow circle
5308,hg22,True,3,20,4,medium green triangle
5309,hg22,True,22,1,5,large green circle
5310,hg22,True,9,14,6,medium green rectangle
5311,hg22,True,20,3,7,large yellow circle
5312,hg22,True,18,5,8,large yellow triangle
5313,hg22,True,17,6,9,medium blue triangle
5314,hg22,True,19,4,10,large yellow triangle
5315,hg22,True,20,3,11,large green rectangle
5316,hg22,True,19,4,12,large green triangle
5317,hg22,False,6,17,13,small blue rectangle
5318,hg22,False,9,14,14,small green circle
5319,hg22,True,21,1,15,large yellow triangle
5320,hg22,True,13,9,16,medium blue circle
5321,hg22,True,10,12,17,medium green rectangle
5322,hg22,True,19,3,18,large blue rectangle
5323,hg22,True,17,5,19,medium green triangle
5324,hg22,True,20,2,20,large yellow triangle
5325,hg22,False,6,16,21,small yellow triangle
5326,hg22,True,19,3,22,large blue rectangle
5327,hg22,True,17,5,23,medium blue rectangle
5328,hg22,True,19,3,24,medium blue circle
5329,hg22,False,4,18,25,small green circle
5330,hg22,False,4,18,26,small yellow rectangle
5331,hg22,True,21,1,27,large green circle
5332,hg22,True,21,1,28,medium green triangle
5333,hg22,False,2,20,29,small blue rectangle
5334,hg22,True,21,1,30,large yellow triangle
5335,hg22,True,21,1,31,medium blue triangle
5336,hg22,True,20,2,32,large green rectangle
5337,hg22,True,18,4,33,medium green triangle
5338,hg22,False,4,18,34,small blue circle
5339,hg22,True,20,2,35,large green triangle
5340,hg22,True,22,0,36,medium blue triangle
5341,hg22,False,3,19,37,small blue rectangle
5342,hg22,True,21,1,38,large blue circle
5343,hg22,True,20,2,39,medium green triangle
5344,hg22,False,5,17,40,small green circle
5345,hg22,False,5,17,41,small yellow triangle
5346,hg22,True,22,0,42,large yellow triangle
5347,hg22,False,2,20,43,small blue triangle
5348,hg22,False,1,21,44,small green triangle
5349,hg22,True,22,0,45,large blue rectangle
5350,hg22,False,2,20,46,small yellow triangle
5351,hg22,True,20,2,47,large green triangle
5352,hg22,True,20,2,48,medium blue triangle
5353,hg22,False,4,18,49,small green triangle
5354,hg22,False,5,17,50,small blue circle
5355,hg22,True,20,2,51,medium yellow circle
5356,hg22,True,21,1,52,medium blue triangle
5357,hg22,True,18,4,53,medium blue rectangle
5358,hg22,True,18,4,54,large green circle
5359,hg22,True,20,2,55,medium blue rectangle
5360,hg22,True,21,1,56,medium green triangle
5361,hg22,False,3,19,57,small green rectangle
5362,hg22,True,21,1,58,large blue rectangle
5363,hg22,True,18,4,59,large green rectangle
5364,hg22,False,2,20,60,small yellow triangle
5365,hg22,True,19,3,61,large blue rectangle
5366,hg22,False,3,19,62,small green triangle
5367,hg22,True,20,2,63,medium yellow triangle
5368,hg22,True,20,2,64,large green triangle
5369,hg22,False,6,16,65,small blue circle
5370,hg22,False,2,20,66,small blue rectangle
5371,hg22,True,20,2,67,large green triangle
5372,hg22,True,22,0,68,large yellow rectangle
5373,hg22,True,19,3,69,medium blue rectangle
5374,hg22,True,19,3,70,medium green rectangle
5375,hg22,False,2,20,71,small green circle
5376,hg99,True,14,8,0,medium yellow triangle
5377,hg99,True,10,12,1,small yellow circle
5378,hg99,False,19,3,2,medium yellow triangle
5379,hg99,True,8,14,3,small blue triangle
5380,hg99,False,10,12,4,large yellow circle
5381,hg99,False,10,12,5,medium green triangle
5382,hg99,True,14,8,6,medium yellow circle
5383,hg99,True,8,14,7,medium green rectangle
5384,hg99,False,5,17,8,large yellow circle
5385,hg99,False,6,15,9,large blue rectangle
5386,hg99,False,4,17,10,large blue circle
5387,hg99,True,17,4,11,medium yellow circle
5388,hg99,True,14,7,12,small blue circle
5389,hg99,True,12,9,13,small green circle
5390,hg99,False,2,19,14,medium green circle
5391,hg99,False,5,16,15,medium green triangle
5392,hg99,True,18,3,16,medium green rectangle
5393,hg99,False,3,18,17,large blue triangle
5394,hg99,True,18,3,18,medium yellow triangle
5395,hg99,True,17,4,19,medium blue rectangle
5396,hg99,False,3,18,20,large yellow circle
5397,hg99,False,1,20,21,large yellow circle
5398,hg99,True,18,3,22,small green triangle
5399,hg99,False,8,13,23,medium green rectangle
5400,hg99,False,3,18,24,large yellow triangle
5401,hg99,False,1,20,25,large blue circle
5402,hg99,True,19,2,26,small blue triangle
5403,hg99,True,18,3,27,small green rectangle
5404,hg99,True,19,2,28,small blue triangle
5405,hg99,False,3,18,29,medium yellow rectangle
5406,hg99,False,6,15,30,medium blue rectangle
5407,hg99,True,17,4,31,small yellow circle
5408,hg99,False,2,19,32,large yellow circle
5409,hg99,False,1,20,33,large yellow triangle
5410,hg99,True,9,12,34,large green circle
5411,hg99,True,7,14,35,large yellow triangle
5412,hg99,False,5,16,36,medium blue triangle
5413,hg99,True,20,1,37,small blue circle
5414,hg99,True,18,3,38,small blue circle
5415,hg99,False,5,16,39,medium blue circle
5416,hg99,True,17,4,40,small green rectangle
5417,hg99,True,18,3,41,small blue triangle
5418,hg99,True,20,1,42,medium green rectangle
5419,hg99,False,3,18,43,large yellow triangle
5420,hg99,True,19,2,44,small yellow circle
5421,hg99,False,4,17,45,medium yellow circle
5422,hg99,False,1,20,46,large green triangle
5423,hg99,True,21,0,47,medium green rectangle
5424,hg99,True,20,1,48,small blue circle
5425,hg99,False,3,18,49,medium yellow rectangle
5426,hg99,True,18,3,50,medium yellow circle
5427,hg99,True,19,2,51,small blue rectangle
5428,hg99,True,20,1,52,small green circle
5429,hg99,False,2,19,53,medium green triangle
5430,hg99,False,4,17,54,medium blue triangle
5431,hg99,False,2,19,55,large yellow triangle
5432,hg99,False,3,18,56,medium blue circle
5433,hg99,True,21,0,57,small green circle
5434,hg99,False,2,19,58,large yellow triangle
5435,hg99,False,1,20,59,large yellow rectangle
5436,hg99,False,1,20,60,large blue rectangle
5437,hg99,True,17,4,61,small green triangle
5438,hg99,True,21,0,62,small green rectangle
5439,hg99,True,20,1,63,small yellow rectangle
5440,hg99,True,19,2,64,medium blue rectangle
5441,hg40,False,13,12,0,medium blue rectangle
5442,hg40,False,11,14,1,small green circle
5443,hg40,True,14,11,2,medium green rectangle
5444,hg40,False,7,18,3,large yellow triangle
5445,hg40,True,8,17,4,small green circle
5446,hg40,False,6,19,5,large blue circle
5447,hg40,True,3,22,6,small yellow circle
5448,hg40,False,12,13,7,small blue rectangle
5449,hg40,False,10,15,8,medium blue rectangle
5450,hg40,True,15,10,9,medium green circle
5451,hg40,True,18,7,10,small yellow circle
5452,hg40,False,9,16,11,small blue circle
5453,hg40,False,23,2,12,medium green circle
5454,hg40,False,19,6,13,large yellow circle
5455,hg40,False,3,22,14,medium blue rectangle
5456,hg40,False,8,16,15,large green rectangle
5457,hg40,False,11,13,16,medium yellow triangle
5458,hg40,False,4,20,17,medium blue rectangle
5459,hg40,True,10,14,18,small yellow rectangle
5460,hg40,False,6,18,19,large green triangle
5461,hg40,True,15,9,20,medium green rectangle
5462,hg40,False,4,20,21,large green triangle
5463,hg40,False,2,22,22,large blue rectangle
5464,hg40,False,11,13,23,small yellow triangle
5465,hg40,False,9,15,24,medium yellow rectangle
5466,hg40,False,4,20,25,large green rectangle
5467,hg40,True,19,5,26,small green circle
5468,hg40,False,7,17,27,medium blue circle
5469,hg40,False,1,23,28,large yellow triangle
5470,hg40,False,8,15,29,small blue circle
5471,hg40,False,3,20,30,large blue circle
5472,hg40,False,4,19,31,small blue circle
5473,hg40,True,7,16,32,large green rectangle
5474,hg40,False,7,16,33,small blue rectangle
5475,hg40,True,15,8,34,medium green rectangle
5476,hg40,False,3,20,35,medium blue rectangle
5477,hg40,False,10,13,36,small yellow circle
5478,hg40,True,19,4,37,small green rectangle
5479,hg40,False,3,20,38,small blue circle
5480,hg40,True,18,5,39,small green circle
5481,hg40,True,9,14,40,large green circle
5482,hg40,False,17,6,41,small green rectangle
5483,hg40,True,10,13,42,large yellow circle
5484,hg40,False,6,17,43,small green triangle
5485,hg40,False,14,9,44,medium green circle
5486,hg40,False,6,17,45,large green triangle
5487,hg40,False,1,22,46,small blue triangle
5488,hg40,False,1,22,47,large blue rectangle
5489,hg40,True,7,16,48,small yellow triangle
5490,hg40,True,6,17,49,large green triangle
5491,hg40,False,1,22,50,large blue circle
5492,hg40,False,3,20,51,small blue triangle
5493,hg40,False,1,22,52,medium blue rectangle
5494,hg40,False,2,21,53,small blue rectangle
5495,hg40,False,15,8,54,large green triangle
5496,hg40,False,11,12,55,medium green triangle
5497,hg40,False,13,10,56,small yellow triangle
5498,hg40,False,14,9,57,medium yellow triangle
5499,hg40,False,1,22,58,medium blue circle
