,model,concept,listnum,first_quarter,last_quarter,overall,chance,human_ove_mean,human_lq_mean,human_lq_median,human_lq_sd,is_boolean,above_chance,delta_lq_median,delta_lq,delta_ove,lq_above_first_percentile,lq_above_fifth_percentile,lq_above_first_quintile,lq_above_first_decile,lq_above_first_quartile,lq_above_sd,lq_above_2sd,lq_above_3sd,lq_at_human_baseline,ove_at_human_baseline,learned
1176,Llama2-7b,hg29,1,0.7777777777777778,0.8333333333333334,0.7971014492753623,0.6143667296786388,0.7964426877470355,0.8358585858585859,0.9444444444444444,0.2054786047114985,False,True,-0.11111111111111105,-0.002525252525252486,0.03689064558629784,True,True,True,True,True,True,True,True,True,True,True
1177,Llama2-7b,hg29,2,0.9,0.8,0.8205128205128205,0.6591058514135437,0.7959866220735784,0.9021739130434784,1.0,0.1645007340208053,False,True,-0.19999999999999996,-0.10217391304347834,0.004013377926421646,True,True,True,True,False,True,True,True,False,True,False
1178,Llama2-7b,hg30,1,0.8888888888888888,0.9444444444444444,0.9154929577464789,0.8000396746677247,0.7740076824583866,0.8131313131313131,0.8888888888888888,0.2013878993674432,False,True,0.05555555555555558,0.13131313131313127,0.17043676198605784,True,True,True,True,True,True,True,True,True,True,True
1179,Llama2-7b,hg30,2,0.8888888888888888,0.9444444444444444,0.8888888888888888,0.8024691358024691,0.7857142857142857,0.8703703703703705,0.9444444444444444,0.1647449468459287,False,True,0.0,0.07407407407407396,0.15873015873015872,True,True,True,True,True,True,True,True,True,True,True
1180,Llama2-7b,hg31,1,0.65,0.7,0.6666666666666666,0.5003287310979618,0.7397435897435898,0.8400000000000002,0.9,0.1554027026792005,False,True,-0.20000000000000007,-0.14000000000000024,-0.039743589743589824,True,True,False,True,False,True,True,True,False,False,True
1181,Llama2-7b,hg31,2,0.6190476190476191,0.7619047619047619,0.6951219512195121,0.5190362879238548,0.8229268292682927,0.9085714285714286,0.9523809523809524,0.1529275909460499,False,True,-0.19047619047619058,-0.14666666666666672,-0.061022067363530885,True,True,False,False,False,True,True,True,False,False,True
1182,Llama2-7b,hg32,1,0.6666666666666666,0.8571428571428571,0.7901234567901234,0.5006858710562414,0.9030864197530866,0.9642857142857142,1.0,0.1240610997153621,False,True,-0.1428571428571429,-0.1071428571428571,-0.04594356261022947,True,False,False,False,False,True,True,True,False,False,True
1183,Llama2-7b,hg32,2,0.7222222222222222,0.8888888888888888,0.8428571428571429,0.5004081632653061,0.7559006211180123,0.859903381642512,0.9444444444444444,0.1830656552801586,False,True,-0.05555555555555558,0.02898550724637683,0.13298826777087658,True,True,True,True,True,True,True,True,True,True,True
1184,Llama2-7b,hg33,1,0.8095238095238095,0.8571428571428571,0.8641975308641975,0.747599451303155,0.8759553203997648,0.8730158730158731,0.9047619047619048,0.1083226386620969,False,True,-0.04761904761904767,-0.01587301587301604,-0.018812463256907663,True,True,True,True,True,True,True,True,True,True,True
1185,Llama2-7b,hg33,2,0.7777777777777778,0.8888888888888888,0.8695652173913043,0.6941818945599665,0.8536922015182883,0.9232804232804231,0.9444444444444444,0.1205954637041426,False,True,-0.05555555555555558,-0.034391534391534306,0.035196687370600555,True,True,True,True,True,True,True,True,False,True,True
1186,Llama2-7b,hg34,1,0.6842105263157895,0.5789473684210527,0.6533333333333333,0.52,0.7005555555555555,0.7763157894736842,0.7894736842105263,0.1475015063228091,False,True,-0.21052631578947367,-0.19736842105263153,-0.12160818713450283,True,True,False,True,False,False,True,True,False,False,False
1187,Llama2-7b,hg34,2,0.6666666666666666,0.7777777777777778,0.7246376811594203,0.5555555555555556,0.7277882797731567,0.7898550724637682,0.8333333333333334,0.1320352692629608,False,True,-0.05555555555555558,-0.012077294685990392,0.04998949800462105,True,True,True,True,True,True,True,True,True,True,True
1188,Llama2-7b,hg35,1,0.55,0.8,0.6582278481012658,0.5020028841531806,0.7681242807825086,0.8931818181818181,0.95,0.1479369141847713,False,True,-0.1499999999999999,-0.09318181818181803,0.03187571921749144,True,True,False,True,False,True,True,True,False,False,True
1189,Llama2-7b,hg35,2,0.7058823529411765,0.8823529411764706,0.7941176470588235,0.500432525951557,0.8337595907928387,0.9028132992327366,0.9411764705882352,0.1209369863686638,False,True,-0.05882352941176461,-0.020460358056266004,0.048593350383631884,True,True,True,True,True,True,True,True,True,False,True
1190,Llama2-7b,hg36,1,0.8,0.45,0.6708860759493671,0.5769908668482614,0.6677215189873418,0.6604166666666668,0.65,0.1639227248499189,False,False,-0.2,-0.21041666666666675,-0.21772151898734177,True,False,False,False,False,False,True,True,False,True,False
1191,Llama2-7b,hg36,2,0.5555555555555556,0.7777777777777778,0.7916666666666666,0.6392746913580246,0.6580687830687831,0.6455026455026455,0.6111111111111112,0.1288443985384753,False,True,0.16666666666666663,0.13227513227513232,0.11970899470899465,True,True,True,True,True,True,True,True,True,True,True
1192,Llama2-7b,hg37,1,0.5882352941176471,0.8235294117647058,0.6470588235294118,0.5155709342560554,0.7086834733893558,0.84593837535014,1.0,0.1783062236732722,False,True,-0.17647058823529416,-0.022408963585434205,0.11484593837535007,True,True,True,True,True,True,True,True,True,False,True
1193,Llama2-7b,hg37,2,0.7222222222222222,0.8333333333333334,0.7,0.5689795918367347,0.7485714285714286,0.8083333333333332,0.8611111111111112,0.2059867849051379,False,True,-0.02777777777777779,0.025000000000000133,0.08476190476190482,True,True,True,True,True,True,True,True,True,False,True
1194,Llama2-7b,hg38,1,0.55,0.6,0.65,0.56125,0.6357142857142858,0.6380952380952382,0.6,0.1595415768357233,False,True,0.0,-0.03809523809523818,-0.03571428571428581,True,True,True,True,True,True,True,True,False,True,True
1195,Llama2-7b,hg38,2,0.6190476190476191,0.7619047619047619,0.6309523809523809,0.518140589569161,0.6204761904761905,0.5847619047619047,0.5714285714285714,0.1995550606279435,False,True,0.19047619047619047,0.17714285714285716,0.14142857142857135,True,True,True,True,True,True,True,True,True,True,True
1196,Llama2-7b,hg39,1,0.65,0.7,0.7051282051282052,0.57396449704142,0.7532051282051282,0.8075000000000001,0.85,0.1334868907421249,False,True,-0.15000000000000002,-0.10750000000000015,-0.05320512820512824,True,True,True,True,True,True,True,True,False,False,True
1197,Llama2-7b,hg39,2,0.6842105263157895,0.8421052631578947,0.7894736842105263,0.7714681440443214,0.8019736842105264,0.881578947368421,0.9210526315789472,0.1391256830303821,False,True,-0.07894736842105254,-0.03947368421052633,0.040131578947368296,True,True,True,True,True,True,True,True,False,True,True
1198,Llama2-7b,hg40,1,0.6666666666666666,0.8571428571428571,0.7682926829268293,0.6859012492563951,0.7045454545454545,0.7012987012987013,0.6666666666666667,0.1782793098006407,False,True,0.19047619047619035,0.15584415584415579,0.15259740259740262,True,True,True,True,True,True,True,True,True,True,True
1199,Llama2-7b,hg40,2,0.6,0.8,0.7088607594936709,0.6218554718795064,0.6620803522289489,0.7565217391304349,0.75,0.1623899947563747,False,True,0.050000000000000044,0.04347826086956519,0.13791964777105115,True,True,True,True,True,True,True,True,True,True,True
1200,Llama2-7b,hg41,1,0.29411764705882354,0.7647058823529411,0.6515151515151515,0.7024793388429753,0.8326446280991735,0.8502673796791442,0.8823529411764706,0.1117890104832452,False,True,-0.11764705882352944,-0.0855614973262031,-0.06793874574623238,True,True,True,True,False,True,True,True,False,False,True
1201,Llama2-7b,hg41,2,0.47368421052631576,0.9473684210526315,0.7397260273972602,0.7072621504972789,0.7142857142857144,0.8421052631578947,0.8947368421052632,0.1299396631259721,False,True,0.05263157894736836,0.10526315789473684,0.2330827067669171,True,True,True,True,True,True,True,True,True,True,True
1202,Llama2-7b,hg42,1,0.75,1.0,0.8974358974358975,0.8159105851413544,0.7727272727272727,0.8295454545454547,0.85,0.0984644501019748,False,True,0.15000000000000002,0.1704545454545453,0.2272727272727273,True,True,True,True,True,True,True,True,True,True,True
1203,Llama2-7b,hg42,2,0.8095238095238095,0.9047619047619048,0.8554216867469879,0.752649150820148,0.7853231106243154,0.8419913419913421,0.8571428571428571,0.1169832823971572,False,True,0.04761904761904767,0.0627705627705627,0.1194387941375894,True,True,True,True,True,True,True,True,True,True,True
1204,Llama2-7b,hg43,1,0.9523809523809523,0.7619047619047619,0.8571428571428571,0.625,0.8566252587991718,0.9358178053830228,1.0,0.1429321374252025,False,True,-0.23809523809523814,-0.17391304347826098,-0.09472049689440998,True,True,False,False,False,False,True,True,False,True,False
1205,Llama2-7b,hg43,2,0.8888888888888888,0.7777777777777778,0.8309859154929577,0.6508629240230113,0.8572343149807939,0.8308080808080807,0.8333333333333334,0.0811624175756979,False,True,-0.05555555555555558,-0.05303030303030287,-0.07945653720301615,True,True,True,True,True,True,True,True,False,False,False
1206,Llama2-7b,hg44,1,1.0,0.6,0.8205128205128205,0.6591058514135437,0.6934225195094763,0.6391304347826087,0.65,0.1366974775848912,False,False,-0.050000000000000044,-0.03913043478260869,-0.09342251950947633,True,True,True,True,True,True,True,True,False,True,False
1207,Llama2-7b,hg44,2,0.65,0.85,0.782051282051282,0.6449704142011834,0.673611111111111,0.6479166666666667,0.65,0.1278664396504762,False,True,0.19999999999999996,0.20208333333333328,0.17638888888888893,True,True,True,True,True,True,True,True,True,True,True
1208,Llama2-7b,hg45,1,0.5,0.7777777777777778,0.6285714285714286,0.6800000000000002,0.7188311688311688,0.7954545454545456,0.8333333333333334,0.1483035036366264,False,True,-0.05555555555555558,-0.017676767676767846,0.05894660894660897,True,True,True,True,True,True,True,True,True,False,True
1209,Llama2-7b,hg45,2,0.5,0.8181818181818182,0.5681818181818182,0.5506198347107438,0.682312252964427,0.6936758893280632,0.6363636363636364,0.1920151431065789,False,True,0.18181818181818188,0.124505928853755,0.13586956521739124,True,True,True,True,True,True,True,True,True,False,True
1210,Llama2-7b,hg46,1,0.4444444444444444,0.8333333333333334,0.6666666666666666,0.5652006172839507,0.8233333333333335,0.831111111111111,0.8333333333333334,0.0793180813225544,False,True,0.0,0.0022222222222223476,0.009999999999999898,True,True,True,True,True,True,True,True,True,False,True
1211,Llama2-7b,hg46,2,0.8636363636363636,0.8636363636363636,0.813953488372093,0.5976203353163871,0.8524150268336316,0.8444055944055944,0.8181818181818182,0.0619828597945309,False,True,0.045454545454545414,0.019230769230769273,0.011221336802732074,True,True,True,True,True,True,True,True,True,False,False
1212,Llama2-7b,hg47,1,0.5263157894736842,0.8947368421052632,0.7432432432432432,0.710372534696859,0.7381756756756758,0.7828947368421053,0.7894736842105263,0.0822587690066274,False,True,0.10526315789473684,0.11184210526315785,0.1565611664295874,True,True,True,True,True,True,True,True,True,True,True
1213,Llama2-7b,hg47,2,0.6190476190476191,0.7142857142857143,0.6951219512195121,0.685901249256395,0.6839872746553552,0.7246376811594203,0.7619047619047619,0.1050405871135885,False,True,-0.04761904761904756,-0.010351966873705987,0.030298439630359053,True,True,True,True,True,True,True,True,True,True,True
1214,Llama2-7b,hg48,1,0.9473684210526315,0.8947368421052632,0.8947368421052632,0.8116343490304709,0.7768878718535469,0.780320366132723,0.7894736842105263,0.1304548541303361,False,True,0.10526315789473684,0.11441647597254012,0.11784897025171626,True,True,True,True,True,True,True,True,True,True,False
1215,Llama2-7b,hg48,2,0.9411764705882353,1.0,0.9104477611940298,0.8369347293383826,0.7462686567164178,0.8286445012787723,0.8823529411764706,0.1560311922523748,False,True,0.11764705882352944,0.17135549872122768,0.25373134328358216,True,True,True,True,True,True,True,True,True,True,True
1216,Llama2-7b,hg49,1,0.6,0.65,0.7,0.58,0.6687500000000001,0.7022727272727273,0.7,0.1473070947554436,False,True,-0.04999999999999993,-0.05227272727272725,-0.018750000000000044,True,True,True,True,True,True,True,True,False,True,True
1217,Llama2-7b,hg49,2,0.631578947368421,0.5789473684210527,0.6756756756756757,0.5617238860482103,0.6492628992628992,0.6267942583732057,0.6052631578947368,0.1968712020233587,False,True,-0.02631578947368418,-0.04784688995215303,-0.0703155308418465,True,True,True,True,True,True,True,True,False,True,False
1218,Llama2-7b,hg50,1,0.9444444444444444,0.7222222222222222,0.8571428571428571,0.7551020408163267,0.8045454545454546,0.893939393939394,1.0,0.2037176164656435,False,False,-0.2777777777777778,-0.17171717171717182,-0.08232323232323235,True,True,False,False,False,True,True,True,False,True,False
1219,Llama2-7b,hg50,2,0.7368421052631579,0.8947368421052632,0.8648648648648649,0.8071585098612126,0.8102477477477477,0.8771929824561404,0.9736842105263158,0.1539467436384582,False,True,-0.07894736842105265,0.01754385964912275,0.0844890943575155,True,True,True,True,True,True,True,True,True,True,True
1220,Llama2-7b,hg51,1,0.95,0.8,0.8625,0.7628125000000001,0.8255681818181819,0.8954545454545454,0.95,0.1096576189255892,False,True,-0.1499999999999999,-0.09545454545454535,-0.02556818181818188,True,True,False,True,False,True,True,True,False,True,False
1221,Llama2-7b,hg51,2,0.9,0.9,0.8734177215189873,0.7981092773593976,0.8519537699504677,0.8804347826086957,0.9,0.1158514138649932,False,True,0.0,0.019565217391304346,0.048046230049532346,True,True,True,True,True,True,True,True,True,True,False
1222,Llama2-7b,hg52,1,1.0,0.9444444444444444,0.9722222222222222,0.9459876543209875,0.8920454545454546,0.8888888888888886,0.8888888888888888,0.0648749120134602,False,False,0.05555555555555558,0.0555555555555558,0.052398989898989834,True,True,True,True,True,True,True,True,True,True,False
1223,Llama2-7b,hg52,2,1.0,0.95,0.9873417721518988,0.9506489344656304,0.8855005753739932,0.9090909090909092,0.95,0.1114331879284659,False,False,0.0,0.040909090909090784,0.06449942462600677,True,True,True,True,True,True,True,True,True,True,False
1224,Llama2-7b,hg53,1,1.0,1.0,1.0,1.0,0.9414694894146948,0.9928229665071768,1.0,0.0328892992460945,False,False,0.0,0.0071770334928231705,0.05853051058530523,True,True,True,True,True,True,True,True,True,True,False
1225,Llama2-7b,hg53,2,1.0,1.0,0.9692307692307692,0.9403550295857988,0.8421404682274248,0.959079283887468,1.0,0.1129960206361868,False,True,0.0,0.04092071611253201,0.15785953177257517,True,True,True,True,True,True,True,True,True,True,False
1226,Llama2-7b,hg54,1,1.0,0.9473684210526315,0.9324324324324325,0.8977355734112491,0.8815958815958818,0.9448621553884712,0.9473684210526316,0.0573710433195969,False,True,-1.1102230246251565e-16,0.0025062656641603454,0.06577253945674977,True,True,False,True,False,True,True,True,True,True,False
1227,Llama2-7b,hg54,2,0.9130434782608695,1.0,0.9666666666666667,0.9565432098765432,0.8597222222222222,0.947463768115942,1.0,0.1463584254488035,False,True,0.0,0.05253623188405798,0.14027777777777783,True,True,True,True,True,True,True,True,True,True,True
1228,Llama2-7b,hg55,1,0.7222222222222222,0.8333333333333334,0.8285714285714286,0.6044897959183675,0.8700680272108843,0.8703703703703705,0.8888888888888888,0.0692899516069248,False,True,-0.05555555555555547,-0.03703703703703709,-0.036734693877550906,True,True,False,False,False,True,True,True,False,False,True
1229,Llama2-7b,hg55,2,0.8,0.7,0.8205128205128205,0.6893491124260356,0.8494983277591974,0.8891304347826086,0.95,0.1326621417599335,False,True,-0.25,-0.1891304347826086,-0.14949832775919747,True,True,False,False,False,False,True,True,False,False,False
1230,Llama2-7b,hg56,1,0.6666666666666666,0.8333333333333334,0.8055555555555556,0.7040895061728394,0.7291666666666667,0.76010101010101,0.7777777777777778,0.1601296854796736,False,True,0.05555555555555558,0.07323232323232332,0.10416666666666663,True,True,True,True,True,True,True,True,True,True,True
1231,Llama2-7b,hg56,2,0.7058823529411765,0.7058823529411765,0.7352941176470589,0.6107266435986161,0.7076470588235294,0.7552941176470589,0.7058823529411765,0.1475802520523926,False,True,0.0,-0.04941176470588238,-0.0017647058823528905,True,True,True,True,True,True,True,True,False,True,False
1232,Llama2-7b,hg57,1,0.6666666666666666,0.4444444444444444,0.5797101449275363,0.5303507666456627,0.6616257088846882,0.7294685990338164,0.7222222222222222,0.1383364353939744,False,False,-0.2777777777777778,-0.285024154589372,-0.21718126444024377,False,False,False,False,False,False,False,True,False,False,False
1233,Llama2-7b,hg57,2,0.7368421052631579,0.5789473684210527,0.6756756756756757,0.5821767713659605,0.6520270270270271,0.6885964912280702,0.6842105263157895,0.1677595745518006,False,False,-0.10526315789473684,-0.10964912280701755,-0.07307965860597443,True,True,True,True,True,True,True,True,False,True,False
1234,Llama2-7b,hg58,1,0.5882352941176471,0.6470588235294118,0.6417910447761194,0.5250612608598797,0.6441791044776118,0.628235294117647,0.5882352941176471,0.1931132661523124,False,True,0.05882352941176472,0.018823529411764794,0.002879719051799956,True,True,True,True,True,True,True,True,True,True,True
1235,Llama2-7b,hg58,2,0.6666666666666666,0.9444444444444444,0.75,0.5096450617283951,0.6509661835748792,0.71256038647343,0.7222222222222222,0.2024091175375519,False,True,0.2222222222222222,0.2318840579710144,0.2934782608695652,True,True,True,True,True,True,True,True,True,True,True
1236,Llama2-7b,hg59,1,0.42857142857142855,0.2857142857142857,0.43902439024390244,0.5428316478286734,0.7969247083775185,0.8923395445134574,1.0,0.1956932488350657,False,False,-0.7142857142857143,-0.6066252587991717,-0.5112104226632328,False,False,False,False,False,False,False,False,False,False,False
1237,Llama2-7b,hg59,2,0.16666666666666666,0.6111111111111112,0.43661971830985913,0.5167625471136679,0.7727272727272727,0.8535353535353534,1.0,0.1985818510236111,False,True,-0.38888888888888884,-0.2424242424242422,-0.16161616161616155,True,True,True,True,False,False,True,True,False,False,True
1238,Llama2-7b,hg60,1,0.55,0.35,0.5454545454545454,0.5371900826446281,0.6564344746162928,0.7045454545454546,0.675,0.2687974443995003,False,False,-0.32500000000000007,-0.3545454545454546,-0.3064344746162928,True,True,False,False,False,False,True,True,False,False,False
1239,Llama2-7b,hg60,2,0.5789473684210527,0.6842105263157895,0.6533333333333333,0.5000888888888888,0.7366666666666667,0.8245614035087719,0.9736842105263158,0.1979037574154119,False,True,-0.2894736842105263,-0.14035087719298245,-0.0524561403508772,True,True,True,True,True,True,True,True,False,False,True
1240,Llama2-7b,hg61,1,0.3333333333333333,0.8571428571428571,0.5308641975308642,0.6043286084438348,0.6634460547504025,0.7018633540372671,0.6666666666666666,0.1732462817513211,False,True,0.19047619047619047,0.15527950310559002,0.19369680239245457,True,True,True,True,True,True,True,True,True,False,True
1241,Llama2-7b,hg61,2,0.375,0.5,0.484375,0.625,0.7301136363636364,0.6818181818181818,0.625,0.2697517606924822,False,False,-0.125,-0.18181818181818177,-0.23011363636363635,True,True,True,True,True,True,True,True,False,False,True
1242,Llama2-7b,hg62,1,0.8823529411764706,0.7647058823529411,0.7878787878787878,0.6657483930211203,0.7918313570487483,0.8388746803069055,0.8235294117647058,0.0969171116189075,False,True,-0.05882352941176472,-0.07416879795396436,-0.027125474695807172,True,True,True,True,True,True,True,True,False,True,False
1243,Llama2-7b,hg62,2,0.8421052631578947,0.9473684210526315,0.8421052631578947,0.7340720221606647,0.8008373205741628,0.8684210526315789,0.8947368421052632,0.1141577061286138,False,True,0.05263157894736836,0.07894736842105265,0.14653110047846873,True,True,True,True,True,True,True,True,True,True,True
1244,Llama2-7b,hg63,1,0.4,0.55,0.4625,0.51125,0.8443181818181817,0.9227272727272728,1.0,0.1490326937341363,False,True,-0.44999999999999996,-0.3727272727272728,-0.2943181818181817,True,False,False,False,False,False,False,True,False,False,True
1245,Llama2-7b,hg63,2,0.55,0.75,0.5584415584415584,0.5041322314049587,0.7629870129870128,0.8520833333333333,1.0,0.2293465203330734,False,True,-0.25,-0.1020833333333333,-0.01298701298701277,True,True,True,True,True,True,True,True,False,False,True
1246,Llama2-7b,hg64,1,0.7142857142857143,0.42857142857142855,0.6097560975609756,0.5190362879238548,0.7317073170731707,0.8214285714285714,0.9761904761904764,0.2232896698102958,False,False,-0.5476190476190479,-0.39285714285714285,-0.30313588850174217,True,False,False,False,False,False,True,True,False,False,False
1247,Llama2-7b,hg64,2,0.5714285714285714,0.6190476190476191,0.654320987654321,0.53360768175583,0.6995884773662552,0.7278911564625851,0.7619047619047619,0.262529807499434,False,True,-0.1428571428571428,-0.108843537414966,-0.08054085831863611,True,True,True,True,True,True,True,True,False,False,True
1248,Llama2-7b,hg65,1,0.8888888888888888,0.8888888888888888,0.7605633802816901,0.6357865502876414,0.8181818181818182,0.914141414141414,1.0,0.1541852274997348,False,True,-0.11111111111111116,-0.025252525252525193,0.07070707070707061,True,True,True,True,True,True,True,True,True,False,False
1249,Llama2-7b,hg65,2,0.8888888888888888,0.8888888888888888,0.8714285714285714,0.8432653061224489,0.8612244897959184,0.9153439153439152,0.8888888888888888,0.0778515289394823,False,True,0.0,-0.026455026455026398,0.02766439909297047,True,True,True,True,True,True,True,True,False,True,False
1250,Llama2-7b,hg66,1,0.5789473684210527,0.7368421052631579,0.631578947368421,0.5031163434903048,0.6004784688995216,0.5980861244019139,0.5789473684210527,0.1770981389791555,False,True,0.1578947368421052,0.13875598086124397,0.13636363636363624,True,True,True,True,True,True,True,True,True,True,True
1251,Llama2-7b,hg66,2,0.5,0.625,0.625,0.5078125,0.6623641304347826,0.7010869565217391,0.625,0.267687181652712,False,True,0.0,-0.07608695652173914,-0.037364130434782594,True,True,True,True,True,True,True,True,False,False,True
1252,Llama2-7b,hg67,1,0.3181818181818182,0.5909090909090909,0.49411764705882355,0.5366089965397923,0.6064171122994652,0.6177685950413223,0.5909090909090909,0.1084858313456618,False,True,0.0,-0.02685950413223137,-0.015508021390374216,True,True,True,True,True,True,True,True,False,False,True
1253,Llama2-7b,hg67,2,0.55,0.45,0.5822784810126582,0.5353308764621054,0.6570771001150747,0.6295454545454544,0.65,0.1362309960967791,False,False,-0.2,-0.1795454545454544,-0.20707710011507469,True,True,False,False,False,False,True,True,False,False,False
1254,Llama2-7b,hg68,1,0.631578947368421,0.7368421052631579,0.5866666666666667,0.6352,0.5943589743589743,0.7530364372469636,0.7368421052631579,0.1253754054024455,False,True,0.0,-0.01619433198380571,0.14248313090418352,True,True,True,True,True,True,True,True,True,True,True
1255,Llama2-7b,hg68,2,0.4,0.5,0.5128205128205128,0.5210387902695595,0.5948717948717949,0.556,0.55,0.1451344204522139,False,False,-0.050000000000000044,-0.05600000000000005,-0.09487179487179487,True,True,True,True,True,True,True,True,False,False,True
1256,Llama2-7b,hg69,1,0.8095238095238095,0.8095238095238095,0.7901234567901234,0.5555555555555556,0.9175308641975308,0.9638095238095238,1.0,0.1152971120032118,False,True,-0.19047619047619047,-0.15428571428571425,-0.10800705467372129,True,True,False,False,False,False,True,True,False,False,False
1257,Llama2-7b,hg69,2,0.6842105263157895,0.8947368421052632,0.8026315789473685,0.5346260387811634,0.8914473684210525,0.9320175438596492,1.0,0.1445207051806614,False,True,-0.10526315789473684,-0.037280701754386025,0.00328947368421062,True,True,False,True,False,True,True,True,False,False,True
1258,Llama2-7b,hg70,1,0.15789473684210525,0.47368421052631576,0.4266666666666667,0.5256888888888889,0.608695652173913,0.6109839816933639,0.5789473684210527,0.2027981605593092,False,False,-0.10526315789473689,-0.1372997711670481,-0.1350114416475972,True,True,True,True,False,True,True,True,False,False,True
1259,Llama2-7b,hg70,2,0.5,0.5,0.4857142857142857,0.5493877551020409,0.6402597402597402,0.7070707070707072,0.6666666666666666,0.2052767821505209,False,False,-0.16666666666666663,-0.20707070707070718,-0.1402597402597402,True,True,False,True,False,False,True,True,False,False,False
1260,Llama2-7b,hg71,1,0.782608695652174,0.391304347826087,0.7191011235955056,0.6773134705213988,0.7440156326331216,0.7693761814744802,0.6956521739130435,0.2330591305470312,False,False,-0.3043478260869565,-0.3780718336483932,-0.3527112848070347,False,False,False,False,False,False,True,True,False,True,False
1261,Llama2-7b,hg71,2,0.85,0.6,0.782051282051282,0.7396449704142012,0.8046398046398047,0.8738095238095237,0.95,0.1570706904997204,False,False,-0.35,-0.2738095238095237,-0.2046398046398047,True,False,False,False,False,False,True,True,False,False,False
1262,Llama2-7b,hg72,1,0.7647058823529411,0.7647058823529411,0.7121212121212122,0.6175390266299357,0.6306818181818182,0.6421568627450981,0.6470588235294118,0.1836109882385102,False,True,0.11764705882352933,0.12254901960784303,0.1340240641711229,True,True,True,True,True,True,True,True,True,True,False
1263,Llama2-7b,hg72,2,0.7368421052631579,0.8947368421052632,0.7894736842105263,0.6831717451523545,0.6882151029748284,0.782608695652174,0.7894736842105263,0.1425024940681031,False,True,0.10526315789473684,0.11212814645308922,0.2065217391304348,True,True,True,True,True,True,True,True,True,True,True
1264,Llama2-7b,hg73,1,0.55,0.85,0.6410256410256411,0.5082182774490467,0.6302564102564103,0.7279999999999999,0.8,0.12416118556135,False,True,0.04999999999999993,0.12200000000000011,0.21974358974358965,True,True,True,True,True,True,True,True,True,True,True
1265,Llama2-7b,hg73,2,0.7777777777777778,0.6111111111111112,0.625,0.5385802469135802,0.6435185185185184,0.6825396825396824,0.6666666666666666,0.18397183757369,False,True,-0.05555555555555547,-0.07142857142857129,-0.03240740740740722,True,True,True,True,True,True,True,True,False,True,False
1266,Llama2-7b,hg74,1,0.55,0.65,0.5974025974025974,0.5021082813290606,0.6363636363636364,0.7304347826086957,0.8,0.1998581727749774,False,True,-0.15000000000000002,-0.08043478260869563,0.013636363636363669,True,True,True,True,True,True,True,True,False,False,True
1267,Llama2-7b,hg74,2,0.5217391304347826,0.6521739130434783,0.5434782608695652,0.5085066162570889,0.5964083175803403,0.6899810964083175,0.6521739130434783,0.1876889630321953,False,True,0.0,-0.037807183364839236,0.055765595463137974,True,True,True,True,True,True,True,True,True,False,True
1268,Llama2-7b,hg75,1,0.42857142857142855,0.7142857142857143,0.5975609756097561,0.5145746579417014,0.5471898197242843,0.5838509316770186,0.5714285714285714,0.1577579975283539,False,True,0.1428571428571429,0.13043478260869568,0.16709589456143004,True,True,True,True,True,True,True,True,True,True,True
1269,Llama2-7b,hg75,2,0.6111111111111112,0.5555555555555556,0.5694444444444444,0.5061728395061729,0.6022222222222222,0.6755555555555555,0.7222222222222222,0.1954292521415168,False,True,-0.16666666666666663,-0.11999999999999988,-0.046666666666666634,True,True,True,True,True,True,True,True,False,False,False
1270,Llama2-7b,hg76,1,0.631578947368421,0.7894736842105263,0.6710526315789473,0.5346260387811634,0.5733805668016194,0.6214574898785425,0.631578947368421,0.1558704453441295,False,True,0.1578947368421053,0.16801619433198378,0.2160931174089069,True,True,True,True,True,True,True,True,True,True,True
1271,Llama2-7b,hg76,2,0.47368421052631576,0.7894736842105263,0.6986301369863014,0.5413773691124039,0.5753424657534245,0.6244019138755981,0.5789473684210527,0.1643768745100659,False,True,0.21052631578947367,0.16507177033492826,0.2141312184571018,True,True,True,True,True,True,True,True,True,True,True
1272,Llama2-7b,hg77,1,0.9,1.0,0.922077922077922,0.6559284870973183,0.8701298701298702,0.9333333333333332,1.0,0.1178511301977579,True,True,0.0,0.06666666666666676,0.1298701298701298,True,True,True,True,True,True,True,True,True,True,True
1273,Llama2-7b,hg77,2,0.6111111111111112,0.8888888888888888,0.8169014084507042,0.6667327911128744,0.8649167733674775,0.9469696969696968,1.0,0.1078788351681506,True,True,-0.11111111111111116,-0.058080808080807955,0.02397211552141132,True,True,False,True,False,True,True,True,False,False,True
1274,Llama2-7b,hg78,1,0.6666666666666666,0.9444444444444444,0.8142857142857143,0.6473469387755102,0.8607142857142858,0.886574074074074,1.0,0.1967320242588853,True,True,-0.05555555555555558,0.05787037037037046,0.08373015873015865,True,True,True,True,True,True,True,True,True,False,True
1275,Llama2-7b,hg78,2,0.6956521739130435,0.9130434782608695,0.7444444444444445,0.6306172839506172,0.8469696969696968,0.950592885375494,1.0,0.1238769481756112,True,True,-0.08695652173913049,-0.03754940711462451,0.0660737812911727,True,True,False,True,False,True,True,True,False,False,True
1276,Llama2-7b,hg79,1,0.5789473684210527,0.8421052631578947,0.7236842105263158,0.5221606648199446,0.8582535885167464,0.937799043062201,1.0,0.094732008962791,True,True,-0.1578947368421053,-0.09569377990430628,-0.01614832535885169,True,True,False,True,False,False,True,True,False,False,True
