,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,rule_expression,manual_code,object,concept_num,set,data_answer,model_answer,to_annotate
5177.0,same shape as the unique largest,False,24.0,9.0,1.0,19.0,7.0,0.1012126468440328,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg44,9.0,True,False,True
5178.0,same shape as the unique largest,False,25.0,9.0,0.0,4.0,22.0,0.0747238913257888,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,hg44,9.0,False,False,True
5179.0,same shape as the unique largest,False,26.0,10.0,0.0,10.0,16.0,0.1283034237814035,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",large yellow rectangle,hg44,10.0,False,False,True
5180.0,same shape as the unique largest,False,27.0,10.0,0.0,3.0,23.0,0.1241959922060687,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",large blue circle,hg44,10.0,False,False,True
5181.0,same shape as the unique largest,False,28.0,10.0,0.0,7.0,19.0,0.4024125008982082,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",small green triangle,hg44,10.0,False,False,True
5182.0,same shape as the unique largest,False,29.0,10.0,0.0,8.0,18.0,0.1591378709920263,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",small yellow rectangle,hg44,10.0,False,False,True
5183.0,same shape as the unique largest,False,30.0,11.0,0.0,4.0,21.0,0.0205458330863166,"""λx.apply1(medium,x.o)""
",medium,"def is_rule(obj):
    return obj.medium",large yellow rectangle,hg44,11.0,False,False,True
5184.0,same shape as the unique largest,False,31.0,11.0,0.0,3.0,22.0,0.0594715010101936,"""λx.apply1(medium,x.o)""
",medium,"def is_rule(obj):
    return obj.medium",large blue circle,hg44,11.0,False,False,True
5185.0,same shape as the unique largest,False,32.0,11.0,0.0,4.0,21.0,0.1045648183542198,"""λx.apply1(medium,x.o)""
",medium,"def is_rule(obj):
    return obj.medium",small green triangle,hg44,11.0,False,False,True
5186.0,same shape as the unique largest,False,33.0,11.0,0.0,5.0,20.0,0.0634412552998355,"""λx.apply1(medium,x.o)""
",medium,"def is_rule(obj):
    return obj.medium",large yellow circle,hg44,11.0,False,False,True
5187.0,same shape as the unique largest,False,34.0,12.0,1.0,23.0,2.0,0.325154254721383,"""λx.apply1(medium,x.o)""
",medium,"def is_rule(obj):
    return obj.medium",small blue triangle,hg44,12.0,True,False,True
5188.0,same shape as the unique largest,False,35.0,13.0,0.0,2.0,23.0,0.0345911030170782,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",large yellow circle,hg44,13.0,False,False,True
5189.0,same shape as the unique largest,False,36.0,13.0,0.0,2.0,23.0,0.0662401934314402,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",large green circle,hg44,13.0,False,False,True
5190.0,same shape as the unique largest,False,37.0,13.0,0.0,13.0,12.0,0.1364724350966071,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",large yellow triangle,hg44,13.0,False,False,True
5191.0,same shape as the unique largest,False,38.0,14.0,0.0,7.0,18.0,0.1316703598469075,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",small yellow rectangle,hg44,14.0,False,False,True
5192.0,same shape as the unique largest,False,39.0,14.0,1.0,23.0,2.0,0.5967285381999545,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",medium blue triangle,hg44,14.0,True,True,True
5193.0,same shape as the unique largest,False,40.0,15.0,0.0,8.0,17.0,0.2502919751087802,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",medium yellow rectangle,hg44,15.0,False,False,True
5194.0,same shape as the unique largest,False,41.0,15.0,0.0,13.0,12.0,0.2835052150114734,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",medium green rectangle,hg44,15.0,False,False,True
5195.0,same shape as the unique largest,False,42.0,15.0,0.0,2.0,23.0,0.3912901530445651,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",medium blue circle,hg44,15.0,False,False,True
5196.0,same shape as the unique largest,False,43.0,15.0,0.0,1.0,24.0,0.0683944053095046,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",small green circle,hg44,15.0,False,False,True
5197.0,same shape as the unique largest,False,44.0,16.0,0.0,1.0,24.0,0.0373987913308155,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",medium green circle,hg44,16.0,False,False,True
5198.0,same shape as the unique largest,False,45.0,16.0,0.0,5.0,20.0,0.0122023324207702,"""λx.apply1(compose11(compose8(and,blue),triangle),x.o)""
",blue and triangle,"def is_rule(obj):
    return obj.blue and obj.triangle",medium yellow rectangle,hg44,16.0,False,False,True
5199.0,same shape as the unique largest,False,46.0,17.0,1.0,3.0,22.0,0.2199626249564517,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",large blue circle,hg44,17.0,True,False,True
5200.0,same shape as the unique largest,False,47.0,17.0,0.0,14.0,11.0,0.1189938110860566,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",small yellow triangle,hg44,17.0,False,False,True
5201.0,same shape as the unique largest,False,48.0,17.0,0.0,5.0,20.0,0.058592054913106,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",medium green rectangle,hg44,17.0,False,False,True
5202.0,same shape as the unique largest,False,49.0,17.0,0.0,14.0,11.0,0.1774440414021683,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",medium yellow triangle,hg44,17.0,False,False,True
5203.0,same shape as the unique largest,False,50.0,17.0,0.0,2.0,23.0,0.0444499675232918,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",small green rectangle,hg44,17.0,False,False,True
5204.0,same shape as the unique largest,False,51.0,18.0,0.0,5.0,20.0,0.2323786508904959,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,hg44,18.0,False,False,True
5205.0,same shape as the unique largest,False,52.0,18.0,1.0,2.0,23.0,0.0433424345389994,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg44,18.0,True,False,True
5206.0,same shape as the unique largest,False,53.0,18.0,0.0,1.0,24.0,0.0146206293735531,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg44,18.0,False,False,True
5207.0,same shape as the unique largest,False,54.0,18.0,1.0,21.0,4.0,0.5972670812039951,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue circle,hg44,18.0,True,True,True
5208.0,same shape as the unique largest,False,55.0,19.0,0.0,12.0,13.0,0.3146290435943228,"""λx.apply7(not,apply1(yellow,iota(filter(compose2(not,apply3(size-gt,x.o)), x.s))))""
","only one element in the set is smaller or equal in size to this object, and is not yellow","def is_rule(obj):
    return np.sum([(not x.yellow) and (x.size_num <= obj.size_num) for x in obj.current_set.objs]) == 1",medium blue circle,hg44,19.0,False,False,True
5209.0,same shape as the unique largest,False,56.0,19.0,0.0,13.0,12.0,0.1486787431535958,"""λx.apply7(not,apply1(yellow,iota(filter(compose2(not,apply3(size-gt,x.o)), x.s))))""
","only one element in the set is smaller or equal in size to this object, and is not yellow","def is_rule(obj):
    return np.sum([(not x.yellow) and (x.size_num <= obj.size_num) for x in obj.current_set.objs]) == 1",large yellow circle,hg44,19.0,False,False,True
5210.0,same shape as the unique largest,False,57.0,19.0,0.0,4.0,21.0,0.0789143009828876,"""λx.apply7(not,apply1(yellow,iota(filter(compose2(not,apply3(size-gt,x.o)), x.s))))""
","only one element in the set is smaller or equal in size to this object, and is not yellow","def is_rule(obj):
    return np.sum([(not x.yellow) and (x.size_num <= obj.size_num) for x in obj.current_set.objs]) == 1",small blue rectangle,hg44,19.0,False,False,True
5211.0,same shape as the unique largest,False,58.0,19.0,0.0,4.0,21.0,0.0461558528812702,"""λx.apply7(not,apply1(yellow,iota(filter(compose2(not,apply3(size-gt,x.o)), x.s))))""
","only one element in the set is smaller or equal in size to this object, and is not yellow","def is_rule(obj):
    return np.sum([(not x.yellow) and (x.size_num <= obj.size_num) for x in obj.current_set.objs]) == 1",large green rectangle,hg44,19.0,False,False,True
5212.0,same shape as the unique largest,False,59.0,20.0,0.0,12.0,12.0,0.030960871742991,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,hg44,20.0,False,False,True
5213.0,same shape as the unique largest,False,60.0,20.0,0.0,1.0,23.0,0.0117814240784355,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg44,20.0,False,False,True
5214.0,same shape as the unique largest,False,61.0,20.0,0.0,15.0,9.0,0.3172812787709063,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue triangle,hg44,20.0,False,False,True
5215.0,same shape as the unique largest,False,62.0,21.0,0.0,15.0,9.0,0.0271240338787492,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,hg44,21.0,False,False,True
5216.0,same shape as the unique largest,False,63.0,21.0,0.0,4.0,20.0,0.0274998424596333,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg44,21.0,False,False,True
5217.0,same shape as the unique largest,False,64.0,21.0,0.0,14.0,10.0,0.1286968240627857,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg44,21.0,False,False,True
5218.0,same shape as the unique largest,False,65.0,21.0,0.0,3.0,21.0,0.0864298639532989,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue circle,hg44,21.0,False,False,True
5219.0,same shape as the unique largest,False,66.0,22.0,0.0,5.0,19.0,0.0376735324159653,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,hg44,22.0,False,False,True
5220.0,same shape as the unique largest,False,67.0,22.0,0.0,8.0,16.0,0.0399921212649587,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg44,22.0,False,False,True
5221.0,same shape as the unique largest,False,68.0,22.0,0.0,3.0,21.0,0.0429313901328214,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,hg44,22.0,False,False,True
5222.0,same shape as the unique largest,False,69.0,22.0,0.0,4.0,20.0,0.0352607681768404,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg44,22.0,False,False,True
5223.0,same shape as the unique largest,False,70.0,22.0,0.0,11.0,13.0,0.019725410117303,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg44,22.0,False,False,True
5224.0,same shape as the unique largest,False,71.0,23.0,1.0,9.0,15.0,0.0482262314419585,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,hg44,23.0,True,False,True
5225.0,same shape as the unique largest,False,72.0,23.0,1.0,8.0,16.0,0.3796318320946739,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg44,23.0,True,False,True
5226.0,same shape as the unique largest,False,73.0,24.0,0.0,15.0,9.0,0.3201015265763089,"""λx.apply7(not,exists(circle, x.s))""
",no circle in the set,"def is_rule(obj):
    return np.all([not x.circle for x in obj.current_set.objs])",medium blue triangle,hg44,24.0,False,False,True
5227.0,same shape as the unique largest,False,74.0,24.0,0.0,2.0,22.0,0.094112478741863,"""λx.apply7(not,exists(circle, x.s))""
",no circle in the set,"def is_rule(obj):
    return np.all([not x.circle for x in obj.current_set.objs])",large yellow rectangle,hg44,24.0,False,False,True
5228.0,same shape as the unique largest,False,75.0,24.0,0.0,1.0,23.0,0.1010275803303102,"""λx.apply7(not,exists(circle, x.s))""
",no circle in the set,"def is_rule(obj):
    return np.all([not x.circle for x in obj.current_set.objs])",large green rectangle,hg44,24.0,False,False,True
5229.0,same shape as the unique largest,False,76.0,25.0,0.0,1.0,23.0,0.0262169798542117,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg44,25.0,False,False,True
5230.0,same shape as the unique largest,False,77.0,25.0,1.0,6.0,18.0,0.2609695695315395,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg44,25.0,True,False,True
5599.0,unique largest blue object,False,0.0,1.0,0.0,8.0,17.0,0.4806882153621927,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue rectangle,hg55,1.0,False,False,True
5600.0,unique largest blue object,False,1.0,1.0,0.0,14.0,11.0,0.4856571167659922,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green circle,hg55,1.0,False,False,True
5601.0,unique largest blue object,False,2.0,1.0,0.0,8.0,17.0,0.4491950327561653,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green triangle,hg55,1.0,False,False,True
5602.0,unique largest blue object,False,3.0,1.0,1.0,15.0,10.0,0.5090230274942087,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large blue triangle,hg55,1.0,True,True,True
5603.0,unique largest blue object,False,4.0,1.0,0.0,11.0,14.0,0.4397586186662465,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow rectangle,hg55,1.0,False,False,True
5604.0,unique largest blue object,False,5.0,2.0,1.0,11.0,14.0,0.3686078591628074,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",large blue rectangle,hg55,2.0,True,False,True
5605.0,unique largest blue object,False,6.0,2.0,0.0,16.0,9.0,0.3497490781614942,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",small blue triangle,hg55,2.0,False,False,True
5606.0,unique largest blue object,False,7.0,2.0,0.0,5.0,20.0,0.1590176013024802,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",small green rectangle,hg55,2.0,False,False,True
5607.0,unique largest blue object,False,8.0,2.0,0.0,5.0,20.0,0.127366441451727,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",large green circle,hg55,2.0,False,False,True
5608.0,unique largest blue object,False,9.0,3.0,0.0,6.0,19.0,0.0587691916952053,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",small green triangle,hg55,3.0,False,False,True
5609.0,unique largest blue object,False,10.0,3.0,0.0,3.0,22.0,0.1310692763215684,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",medium yellow triangle,hg55,3.0,False,False,True
5610.0,unique largest blue object,False,11.0,3.0,1.0,7.0,18.0,0.2468827725838309,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",small blue circle,hg55,3.0,True,False,True
5611.0,unique largest blue object,False,12.0,3.0,0.0,4.0,21.0,0.1111132661202418,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",medium yellow rectangle,hg55,3.0,False,False,True
5612.0,unique largest blue object,False,13.0,4.0,0.0,3.0,22.0,0.2653199954112324,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg55,4.0,False,False,True
5613.0,unique largest blue object,False,14.0,5.0,0.0,2.0,23.0,0.088751610534814,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,hg55,5.0,False,False,True
5614.0,unique largest blue object,False,15.0,5.0,0.0,1.0,24.0,0.0605750096556221,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg55,5.0,False,False,True
5615.0,unique largest blue object,False,16.0,6.0,1.0,20.0,5.0,0.4865992711864919,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue circle,hg55,6.0,True,False,True
5616.0,unique largest blue object,False,17.0,6.0,0.0,0.0,25.0,0.166730719256634,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg55,6.0,False,False,True
5617.0,unique largest blue object,False,18.0,6.0,0.0,3.0,22.0,0.1550436689279877,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg55,6.0,False,False,True
5618.0,unique largest blue object,False,19.0,6.0,0.0,1.0,24.0,0.0819973265940916,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg55,6.0,False,False,True
5619.0,unique largest blue object,False,20.0,7.0,0.0,0.0,25.0,0.046589563618113,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small green rectangle,hg55,7.0,False,False,True
5620.0,unique largest blue object,False,21.0,7.0,0.0,1.0,24.0,0.0551701167329383,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large green rectangle,hg55,7.0,False,False,True
5621.0,unique largest blue object,False,22.0,7.0,0.0,8.0,17.0,0.4771529798558731,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small blue rectangle,hg55,7.0,False,False,True
5622.0,unique largest blue object,False,23.0,7.0,1.0,24.0,1.0,0.5781560040530849,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large blue rectangle,hg55,7.0,True,True,True
5623.0,unique largest blue object,False,24.0,7.0,0.0,0.0,25.0,0.0218144178971897,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium yellow rectangle,hg55,7.0,False,False,True
5624.0,unique largest blue object,False,25.0,8.0,1.0,23.0,2.0,0.7273411248637558,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",large blue triangle,hg55,8.0,True,True,True
5625.0,unique largest blue object,False,26.0,8.0,0.0,0.0,25.0,0.0400885735651854,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",large green circle,hg55,8.0,False,False,True
5626.0,unique largest blue object,False,27.0,8.0,0.0,2.0,23.0,0.0304275463283829,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",small green circle,hg55,8.0,False,False,True
5627.0,unique largest blue object,False,28.0,9.0,0.0,2.0,23.0,0.016621467357254,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium green rectangle,hg55,9.0,False,False,True
5628.0,unique largest blue object,False,29.0,9.0,1.0,18.0,7.0,0.4649772672455583,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small blue rectangle,hg55,9.0,True,False,True
5629.0,unique largest blue object,False,30.0,9.0,0.0,1.0,24.0,0.0197870622863547,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small yellow circle,hg55,9.0,False,False,True
5630.0,unique largest blue object,False,31.0,9.0,0.0,1.0,24.0,0.0119189480820978,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small yellow rectangle,hg55,9.0,False,False,True
5631.0,unique largest blue object,False,32.0,10.0,0.0,1.0,24.0,0.0038461941617242,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small yellow rectangle,hg55,10.0,False,False,True
5632.0,unique largest blue object,False,33.0,10.0,0.0,1.0,24.0,0.0151294964582575,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large yellow rectangle,hg55,10.0,False,False,True
5633.0,unique largest blue object,False,34.0,11.0,0.0,11.0,14.0,0.5972807059123397,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium blue circle,hg55,11.0,False,True,True
5634.0,unique largest blue object,False,35.0,11.0,0.0,8.0,17.0,0.5448798171789804,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small blue rectangle,hg55,11.0,False,True,True
5635.0,unique largest blue object,False,36.0,11.0,1.0,23.0,2.0,0.7855500075488635,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large blue circle,hg55,11.0,True,True,True
5636.0,unique largest blue object,False,37.0,12.0,1.0,18.0,7.0,0.3059827729229027,"""λx.apply1(compose11(compose8(and,large),blue),x.o)""
",large and blue,"def is_rule(obj):
    return obj.large and obj.blue",medium blue rectangle,hg55,12.0,True,False,True
5637.0,unique largest blue object,False,38.0,13.0,0.0,0.0,24.0,0.0315622033917861,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium yellow circle,hg55,13.0,False,False,True
5638.0,unique largest blue object,False,39.0,13.0,0.0,0.0,24.0,0.0183539695798344,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small yellow triangle,hg55,13.0,False,False,True
5639.0,unique largest blue object,False,40.0,13.0,0.0,1.0,23.0,0.0426744266759442,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",large yellow circle,hg55,13.0,False,False,True
5640.0,unique largest blue object,False,41.0,14.0,0.0,0.0,24.0,0.0229223630724391,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium green circle,hg55,14.0,False,False,True
5641.0,unique largest blue object,False,42.0,14.0,0.0,0.0,24.0,0.0087907352085494,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium yellow circle,hg55,14.0,False,False,True
5642.0,unique largest blue object,False,43.0,14.0,0.0,0.0,24.0,0.0334383537166331,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",medium green triangle,hg55,14.0,False,False,True
5643.0,unique largest blue object,False,44.0,14.0,0.0,0.0,24.0,0.0232602265922423,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small green triangle,hg55,14.0,False,False,True
5644.0,unique largest blue object,False,45.0,15.0,0.0,0.0,24.0,0.0049269339579041,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small green triangle,hg55,15.0,False,False,True
5645.0,unique largest blue object,False,46.0,15.0,0.0,0.0,24.0,0.0052684184377085,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",(not green) and (not yellow),"def is_rule(obj):
    return (not obj.green) and (not obj.yellow)",small green circle,hg55,15.0,False,False,True
5646.0,unique largest blue object,False,47.0,16.0,0.0,0.0,24.0,0.0175733568562463,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg55,16.0,False,False,True
5647.0,unique largest blue object,False,48.0,16.0,0.0,0.0,24.0,0.0353498096696967,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg55,16.0,False,False,True
5648.0,unique largest blue object,False,49.0,16.0,0.0,0.0,24.0,0.0141106065983649,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg55,16.0,False,False,True
